Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst FGApApproved
  9    113 GPME-LS  ManEst      4       3          D1A       55.23        991.21    310.00       36.02            1
  9    114 GPME-LS  ManEst      4       3          D2B       59.82        955.19    270.00       40.60            1
  9    115 GPME-LS  ManEst      4       3          D1A       63.32       1047.02    360.00       44.11            1
  9    116 GPME-LS  ManEst      4       3          D1B       55.53       1037.14    325.00       36.32            1
  9    117 GPME-LS  ManEst      4       3          D1B       52.89       1071.07    380.00       33.68            1
  9    118 GPME-LS  ManEst      4       3          D2B       64.56       1113.02    370.00       45.35            1
  9    119 GPME-LS  ManEst      4       3          D2B       61.25       1080.07    330.00       42.03            1
  9    120 GPME-LS  ManEst      4       3          D2B       63.50        978.11    295.00       44.28            1
  9    121 GPME-LS  ManEst      4       3          D1B       56.81        967.08    275.00       37.59            1
  9    122 GPME-LS  ManEst      4       3          D1A       59.55       1068.06    330.00       40.34            1
  9    123 GPME-LS  ManEst      4       3          D2A       65.18       1015.12    350.00       45.96            1
  9    124 GPME-LS  ManEst      4       3          D1A       55.64       1139.01    400.00       36.42            1
  9    125 GPME-LS  ManEst      4       3          D1A       60.07       1088.06    355.00       40.85            1
  9    126 GPME-LS  ManEst      4       3          D2A       63.67       1209.90    380.00       44.46            1
  9    127 GPME-LS  ManEst      4       3          D1A       60.29       1057.99    390.00       41.07            1
  9    128 GPME-LS  ManEst      4       3          D1B       54.97       1043.11    385.00       35.76            1
 10      1 GMPE-LS  ManEst      1       0          D1B       71.07        992.96    245.00       48.17            1
 10      2 GMPE-LS  ManEst      1       0          D1B       73.32        990.13    290.00       50.42            1
 10      3 GMPE-LS  ManEst      1       0          D1A       71.38        944.26    290.00       48.48            1
 10      4 GMPE-LS  ManEst      1       0          D2B       72.97        943.09    265.00       50.07            1
 10      5 GMPE-LS  ManEst      1       0          D1B       73.87        918.22    245.00       50.97            1
 10      6 GMPE-LS  ManEst      1       0          D2B       71.45        898.36    220.00       48.55            1
 10      7 GMPE-LS  ManEst      1       0          D2B       69.60        970.02    250.00       46.70            1
 10      8 GMPE-LS  ManEst      1       0          D2A       67.77        831.21    255.00       44.87            1
 10      9 GMPE-LS  ManEst      1       0          D1B       69.49        990.19    260.00       46.60            1
 10     10 GMPE-LS  ManEst      1       0          D2A       73.83        843.07    275.00       50.94            0
 10     11 GMPE-LS  ManEst      1       0          D1A       71.53        938.28    290.00       48.63            1
 10     12 GMPE-LS  ManEst      1       0          D2A       69.98        934.76    240.00       47.08            1
 10     13 GMPE-LS  ManEst      1       0          D1B       73.41        912.38    255.00       50.52            1
 10     14 GMPE-LS  ManEst      1       0          D2A       74.05        758.38    230.00       51.16            1
 10     15 GMPE-LS  ManEst      1       0          D2A       69.95        974.23    255.00       47.05            1
 10     16 GMPE-LS  ManEst      1       0          D1B       67.03        916.23    255.00       44.13            1
 10     17 GMPE-LS  ManEst      1       0          D1A       70.29        991.19    280.00       47.39            1
 10     18 GMPE-LS  ManEst      1       0          D2B       69.25        955.27    320.00       46.35            1
 10     19 GMPE-LS  ManEst      1       0          D2A       70.31        945.35    255.00       47.42            1
 10     20 GMPE-LS  ManEst      1       0          D1A       69.04        956.97    235.00       46.15            1
 10     21 GMPE-LS  ManEst      1       0          D2A       70.94        932.22    230.00       48.05            1
 10     22 GMPE-LS  ManEst      1       0          D1A       65.07        985.27    275.00       42.18            1
 10     23 GMPE-LS  ManEst      1       0          D1A       64.87        959.33    275.00       41.97            1
 10     24 GMPE-LS  ManEst      1       0          D1A       69.88        881.12    245.00       46.99            1
 10     25 GMPE-LS  ManEst      1       0          D1B       66.40        873.37    290.00       43.50            1
 10     26 GMPE-LS  ManEst      1       0          D2A       66.24        882.12    265.00       43.35            1
 10     27 GMPE-LS  ManEst      1       0          D1B       69.75        947.31    335.00       46.86            1
 10     28 GMPE-LS  ManEst      1       0          D1A       71.56       1104.06    330.00       48.66            1
 10     29 GMPE-LS  ManEst      1       0          D2B       70.71        978.21    265.00       47.81            1
 10     30 GMPE-LS  ManEst      1       0          D2B       67.27        874.30    235.00       44.38            1
 10     31 GMPE-LS  ManEst      1       0          D2B       63.44        964.29    295.00       40.55            1
 10     32 GMPE-LS  ManEst      1       0          D2B       61.83        843.29    270.00       38.94            1
 10     33 GMPE-LS  ManEst      2       0          D2B       71.04       1030.19    310.00       48.40            1
 10     34 GMPE-LS  ManEst      2       0          D2A       71.69        948.30    300.00       49.05            1
 10     35 GMPE-LS  ManEst      2       0          D1B       72.73       1026.20    300.00       50.09            1
 10     36 GMPE-LS  ManEst      2       0          D1B       69.65        802.39    225.00       47.00            1
 10     37 GMPE-LS  ManEst      2       0          D2B       67.17        892.26    310.00       44.53            1
 10     38 GMPE-LS  ManEst      2       0          D2A       71.84        959.18    265.00       49.20            1
 10     39 GMPE-LS  ManEst      2       0          D1B       70.01        872.38    230.00       47.37            1
 10     40 GMPE-LS  ManEst      2       0          D2B       69.75       1156.04    370.00       47.10            1
 10     41 GMPE-LS  ManEst      2       0          D1B       69.19       1050.12    300.00       46.55            1
 10     42 GMPE-LS  ManEst      2       0          D1B       66.15        892.29    250.00       43.51            1
 10     43 GMPE-LS  ManEst      2       0          D1A       70.08       1239.97    270.00       47.43            1
 10     44 GMPE-LS  ManEst      2       0          D2B       69.91       1281.90    575.00       47.26            1
 10     45 GMPE-LS  ManEst      2       0          D2A       67.45       1097.13    185.00       44.80            1
 10     46 GMPE-LS  ManEst      2       0          D1A       71.80       1044.04    220.00       49.15            1
 10     47 GMPE-LS  ManEst      2       0          D2A       69.65        983.29    205.00       47.00            1
 10     48 GMPE-LS  ManEst      2       0          D2A       71.68       1090.08    280.00       49.03            1
 10     49 GMPE-LS  ManEst      2       3          D2A       68.62        962.82    180.00       45.97            1
 10     50 GMPE-LS  ManEst      2       3          D1B       72.86        903.34    220.00       50.21            1
 10     51 GMPE-LS  ManEst      2       4          D2B       69.97        989.31    275.00       47.33            1
 10     52 GMPE-LS  ManEst      2       4          D2A       68.66       1039.13    290.00       46.01            1
 10     53 GMPE-LS  ManEst      2       4          D1A       72.29        956.30    220.00       49.64            1
 10     54 GMPE-LS  ManEst      2       4          D1A       70.99        979.16    240.00       48.34            1
 10     55 GMPE-LS  ManEst      2       4          D1B       70.76        986.21    280.00       48.11            1
 10     56 GMPE-LS  ManEst      2       4          D2A       67.43       1013.19    240.00       44.79            1
 10     57 GMPE-LS  ManEst      2       4          D2B       69.67       1025.18    235.00       47.02            1
 10     58 GMPE-LS  ManEst      2       4          D1A       66.95       1073.05    260.00       44.30            1
 10     59 GMPE-LS  ManEst      2       4          D2B       68.18       1037.14    350.00       45.54            1
 10     60 GMPE-LS  ManEst      2       4          D1A       70.08        975.23    220.00       47.44            1
 10     61 GMPE-LS  ManEst      2       4          D1A       73.49       1073.17    310.00       50.84            1
 10     62 GMPE-LS  ManEst      2       4          D1A       68.58       1023.23    255.00       45.94            1
 10     63 GMPE-LS  ManEst      2       4          D1B       71.71       1074.07    245.00       49.06            1
 10     64 GMPE-LS  ManEst      2       4          D2B       69.15       1033.78    230.00       46.51            1
 10     65 GMPE-LS  ManEst      3       5          D1A       65.53        871.38    195.00       42.95            1
 10     66 GMPE-LS  ManEst      3       6          D1B       63.18        950.17    240.00       40.60            1
 10     67 GMPE-LS  ManEst      3       6          D2B       61.73       1012.21    285.00       39.15            1
 10     68 GMPE-LS  ManEst      3       6          D1B       60.52       1102.08    350.00       37.94            1
 10     69 GMPE-LS  ManEst      3       6          D1B       58.03       1193.19    405.00       35.45            1
 10     70 GMPE-LS  ManEst      3       6          D2B       56.07       1120.10    350.00       33.49            1
 10     71 GMPE-LS  ManEst      3       6          D2B       59.69       1019.17    305.00       37.11            0
 10     72 GMPE-LS  ManEst      3       6          D2B       63.02       1085.17    235.00       40.44            1
 10     73 GMPE-LS  ManEst      3       6          D2B       63.79       1104.07    275.00       41.21            1
 10     74 GMPE-LS  ManEst      3       6          D1A       66.29       1183.02    265.00       43.71            1
 10     75 GMPE-LS  ManEst      3       6          D2A       61.15        994.26    210.00       38.57            1
 10     76 GMPE-LS  ManEst      3       6          D1A       63.22        990.20    245.00       40.64            1
 10     77 GMPE-LS  ManEst      3       6          D2A       59.77        998.20    225.00       37.19            1
 10     78 GMPE-LS  ManEst      3       6          D2B       64.44       1003.17    240.00       41.86            1
 10     79 GMPE-LS  ManEst      3       6          D2A       64.37       1054.97    230.00       41.79            1
 10     80 GMPE-LS  ManEst      3       6          D1B       62.62        972.16    225.00       40.04            1
 10     81 GMPE-LS  ManEst      3       6          D1A       63.65       1207.91    265.00       41.07            1
 10     82 GMPE-LS  ManEst      3       6          D1A       68.76       1198.02    275.00       46.18            1
 10     83 GMPE-LS  ManEst      3       6          D2A       59.12       1067.11    230.00       36.54            1
 10     84 GMPE-LS  ManEst      3       6          D2A       61.57       1138.08    300.00       38.99            1
 10     85 GMPE-LS  ManEst      3       6          D2B       62.00       1105.91    270.00       39.42            1
 10     86 GMPE-LS  ManEst      3       6          D1B       59.91       1116.12    280.00       37.33            1
 10     87 GMPE-LS  ManEst      3       6          D1B       60.76       1255.95    510.00       38.18            1
 10     88 GMPE-LS  ManEst      3       8          D2A       62.68       1004.17    310.00       40.10            1
 10     89 GMPE-LS  ManEst      3       8          D1A       62.77        976.17    220.00       40.19            1
 10     90 GMPE-LS  ManEst      3       8          D1A       64.41       1005.13    240.00       41.83            1
 10     91 GMPE-LS  ManEst      3       8          D2A       65.76       1170.09    310.00       43.18            1
 10     92 GMPE-LS  ManEst      3       8          D2B       66.42       1019.17    235.00       43.84            1
 10     93 GMPE-LS  ManEst      3       8          D2A       57.50       1095.16    220.00       34.92            1
 10     94 GMPE-LS  ManEst      3       8          D1B       66.66       1070.06    305.00       44.08            1
 10     95 GMPE-LS  ManEst      3       9          D1A       62.54        903.28    215.00       39.96            1
 10     96 GMPE-LS  ManEst      3       9          D1B       62.96       1089.13    210.00       40.38            1
 10     97 GMPE-LS  ManEst      4       9          D2B       64.41        985.23    215.00       41.82            1
 10     98 GMPE-LS  ManEst      4       9          D2B       57.39       1204.96    475.00       34.80            1
 10     99 GMPE-LS  ManEst      4       9          D1B       66.58        990.25    195.00       43.99            1
 10    100 GMPE-LS  ManEst      4       9          D2B       65.53        984.19    230.00       42.95            1
 10    101 GMPE-LS  ManEst      4       9          D2A       63.83       1072.07    255.00       41.25            1
 10    102 GMPE-LS  ManEst      4       9          D2A       62.44       1050.20    270.00       39.85            1
 10    103 GMPE-LS  ManEst      4       9          D1B       65.18        999.96    225.00       42.60            1
 10    104 GMPE-LS  ManEst      4       9          D1B       62.50       1059.09    220.00       39.92            1
 10    105 GMPE-LS  ManEst      4       9          D2B       60.19       1059.15    275.00       37.61            1
 10    106 GMPE-LS  ManEst      4       9          D1A       59.53       1137.50    220.00       36.95            0
 10    107 GMPE-LS  ManEst      4       9          D2A       66.68        940.39    200.00       44.09            1
 10    108 GMPE-LS  ManEst      4       9          D2A       60.51       1061.05    250.00       37.92            1
 10    109 GMPE-LS  ManEst      4       9          D2B       62.49       1005.94    250.00       39.90            1
 10    110 GMPE-LS  ManEst      4       9          D2A       62.67       1019.16    250.00       40.09            1
 10    111 GMPE-LS  ManEst      4       9          D1A       60.08       1003.17    210.00       37.50            1
 10    112 GMPE-LS  ManEst      4       9          D1A       64.11        958.96    210.00       41.52            1
 10    113 GMPE-LS  ManEst      4       9          D1A       63.25       1070.18    220.00       40.66            1
 10    114 GMPE-LS  ManEst      4       9          D1B       67.65       1171.88    265.00       45.07            1
 10    115 GMPE-LS  ManEst      4       9          D2A       64.08       1043.00    260.00       41.49            1
 10    116 GMPE-LS  ManEst      4       9          D1B       64.68       1042.19    200.00       42.10            1
 10    117 GMPE-LS  ManEst      4       9          D2A       62.91       1050.18    245.00       40.32            1
 10    118 GMPE-LS  ManEst      4      12          D1A       65.32       1088.08    275.00       42.74            1
 10    119 GMPE-LS  ManEst      4      12          D1A       63.14       1008.18    260.00       40.55            1
 10    120 GMPE-LS  ManEst      4      12          D1B       57.95       1050.20    240.00       35.37            1
 10    121 GMPE-LS  ManEst      4      12          D1B       61.50       1140.05    305.00       38.91            1
 10    122 GMPE-LS  ManEst      4      12          D2A       60.35       1004.27    245.00       37.76            0
 10    123 GMPE-LS  ManEst      4      12          D2B       62.84       1002.21    215.00       40.26            1
 10    124 GMPE-LS  ManEst      4      12          D1B       60.58       1034.21    260.00       38.00            1
 10    125 GMPE-LS  ManEst      4      12          D1A       60.11       1044.22    245.00       37.52            1
 10    126 GMPE-LS  ManEst      4      12          D2B       56.58       1099.04    245.00       34.00            1
 10    127 GMPE-LS  ManEst      4      12          D2B       59.58       1195.01    295.00       36.99            1
 10    128 GMPE-LS  ManEst      4      12          D1A       59.95       1040.18    190.00       37.36            1
 11      1 PMGE-LS  ManEst      1       0          D2B       39.08       1088.70    495.00       24.65            1
 11      2 PMGE-LS  ManEst      1       0          D1B       40.22       1141.42    540.00       25.79            1
 11      3 PMGE-LS  ManEst      1       0          D2B       43.42        926.63    220.00       28.99            1
 11      4 PMGE-LS  ManEst      1       0          D2B       44.62        716.75    215.00       30.19            1
 11      5 PMGE-LS  ManEst      1       0          D1A       41.41        865.75    290.00       26.98            1
 11      6 PMGE-LS  ManEst      1       0          D1A       42.57        859.61    340.00       28.14            1
 11      7 PMGE-LS  ManEst      1       0          D1B       40.06        722.72    215.00       25.63            1
 11      8 PMGE-LS  ManEst      1       0          D1A       42.95        838.79    240.00       28.52            1
 11      9 PMGE-LS  ManEst      1       0          D1B       41.11        763.46    260.00       26.68            1
 11     10 PMGE-LS  ManEst      1       0          D1B       42.45        914.57    230.00       28.02            1
 11     11 PMGE-LS  ManEst      1       0          D2B       42.95        844.97    240.00       28.52            1
 11     12 PMGE-LS  ManEst      1       0          D1B       39.80        888.40    275.00       25.37            1
 11     13 PMGE-LS  ManEst      1       0          D1A       40.21        831.65    245.00       25.78            1
 11     14 PMGE-LS  ManEst      1       0          D1B       39.55        852.66    330.00       25.12            1
 11     15 PMGE-LS  ManEst      1       0          D1A       39.78        748.69    225.00       25.35            1
 11     16 PMGE-LS  ManEst      1       0          D1B       38.83        801.66    305.00       24.41            1
 11     17 PMGE-LS  ManEst      1       0          D2B       37.37        795.73    230.00       22.95            1
 11     18 PMGE-LS  ManEst      1       1          D2A       41.01        961.63    275.00       26.58            1
 11     19 PMGE-LS  ManEst      1       1          D2A       43.61        864.53    295.00       29.18            1
 11     20 PMGE-LS  ManEst      1       1          D1A       41.21        936.58    355.00       26.78            1
 11     21 PMGE-LS  ManEst      1       1          D2A       40.40        808.58    250.00       25.97            1
 11     22 PMGE-LS  ManEst      1       1          D2B       39.19        889.96    300.00       24.76            1
 11     23 PMGE-LS  ManEst      1       1          D1A       45.95        852.59    305.00       31.52            1
 11     24 PMGE-LS  ManEst      1       1          D1B       47.40        915.38    305.00       32.97            1
 11     25 PMGE-LS  ManEst      1       1          D2B       44.89        861.74    250.00       30.46            1
 11     26 PMGE-LS  ManEst      1       1          D2A       43.12        848.54    240.00       28.69            1
 11     27 PMGE-LS  ManEst      1       1          D2B       40.82        826.58    300.00       26.40            1
 11     28 PMGE-LS  ManEst      1       1          D1A       40.04       1049.44    375.00       25.61            1
 11     29 PMGE-LS  ManEst      1       1          D2A       42.34        866.47    260.00       27.92            1
 11     30 PMGE-LS  ManEst      1       1          D2A       47.28        946.69    295.00       32.85            1
 11     31 PMGE-LS  ManEst      1       2          D2A       46.92       1000.49    385.00       32.49            1
 11     32 PMGE-LS  ManEst      1       2          D2A       45.22        823.58    295.00       30.79            1
 11     33 PMGE-LS  ManEst      2       2          D2A       42.86       1038.02    330.00       28.48            1
 11     34 PMGE-LS  ManEst      2       2          D2B       46.97        872.42    245.00       32.59            1
 11     35 PMGE-LS  ManEst      2       2          D2A       44.14        793.48    210.00       29.76            1
 11     36 PMGE-LS  ManEst      2       2          D1B       45.32        953.59    260.00       30.94            1
 11     37 PMGE-LS  ManEst      2       2          D2A       46.71        853.43    245.00       32.33            1
 11     38 PMGE-LS  ManEst      2       2          D2B       44.80        902.46    225.00       30.42            1
 11     39 PMGE-LS  ManEst      2       2          D2B       47.39        808.55    255.00       33.01            1
 11     40 PMGE-LS  ManEst      2       2          D1A       46.77        717.02    220.00       32.39            1
 11     41 PMGE-LS  ManEst      2       2          D1A       45.91        707.98    195.00       31.53            1
 11     42 PMGE-LS  ManEst      2       2          D1A       48.34        754.65    250.00       33.96            1
 11     43 PMGE-LS  ManEst      2       2          D2B       46.91        778.61    270.00       32.52            1
 11     44 PMGE-LS  ManEst      2       2          D1A       44.49        761.70    245.00       30.11            1
 11     45 PMGE-LS  ManEst      2       2          D2A       45.03        792.67    245.00       30.64            1
 11     46 PMGE-LS  ManEst      2       2          D2B       43.54        794.57    210.00       29.15            1
 11     47 PMGE-LS  ManEst      2       2          D2A       45.71        716.69    190.00       31.33            1
 11     48 PMGE-LS  ManEst      2       2          D1B       41.26        795.51    240.00       26.87            1
 11     49 PMGE-LS  ManEst      2       2          D2B       43.63        749.69    240.00       29.25            1
 11     50 PMGE-LS  ManEst      2       2          D2B       43.98        809.64    250.00       29.60            1
 11     51 PMGE-LS  ManEst      2       2          D1B       43.81        762.70    205.00       29.43            1
 11     52 PMGE-LS  ManEst      2       2          D2B       40.82        832.62    230.00       26.44            1
 11     53 PMGE-LS  ManEst      2       2          D1A       43.63        864.50    215.00       29.25            1
 11     54 PMGE-LS  ManEst      2       2          D1B       44.82        843.43    285.00       30.43            1
 11     55 PMGE-LS  ManEst      2       2          D1B       42.74        824.64    265.00       28.36            1
 11     56 PMGE-LS  ManEst      2       2          D1B       46.94        832.61    235.00       32.56            1
 11     57 PMGE-LS  ManEst      2       2          D1A       46.00        805.46    220.00       31.62            1
 11     58 PMGE-LS  ManEst      2       2          D2A       42.67        946.95    255.00       28.28            1
 11     59 PMGE-LS  ManEst      2       2          D1B       42.69        975.50    265.00       28.31            1
 11     60 PMGE-LS  ManEst      2       2          D1A       45.72        983.56    255.00       31.34            1
 11     61 PMGE-LS  ManEst      2       2          D2A       44.70        919.56    285.00       30.31            1
 11     62 PMGE-LS  ManEst      2       2          D2A       45.35        832.06    220.00       30.97            1
 11     63 PMGE-LS  ManEst      2       2          D1A       41.54       1005.95    245.00       27.16            1
 11     64 PMGE-LS  ManEst      2       2          D1B       43.67        837.59    225.00       29.29            1
 11     65 PMGE-LS  ManEst      3       2          D1B       47.62       1073.49    340.00       33.44            1
 11     66 PMGE-LS  ManEst      3       2          D1B       45.85        999.48    330.00       31.67            1
 11     67 PMGE-LS  ManEst      3       2          D2A       46.60        915.53    305.00       32.42            1
 11     68 PMGE-LS  ManEst      3       2          D2B       47.29       1076.74    230.00       33.11            1
 11     69 PMGE-LS  ManEst      3       2          D2B       47.98       1017.48    275.00       33.80            1
 11     70 PMGE-LS  ManEst      3       2          D1A       46.95       1077.28    285.00       32.77            1
 11     71 PMGE-LS  ManEst      3       2          D2B       43.88        849.50    255.00       29.70            1
 11     72 PMGE-LS  ManEst      3       2          D1A       47.64        915.39    285.00       33.46            1
 11     73 PMGE-LS  ManEst      3       2          D2A       45.68        888.67    230.00       31.50            1
 11     74 PMGE-LS  ManEst      3       2          D1B       48.53        913.50    250.00       34.35            1
 11     75 PMGE-LS  ManEst      3       2          D1A       45.14        874.30    300.00       30.96            1
 11     76 PMGE-LS  ManEst      3       2          D2A       43.96       1158.28    330.00       29.78            1
 11     77 PMGE-LS  ManEst      3       2          D1A       43.30        977.87    290.00       29.12            1
 11     78 PMGE-LS  ManEst      3       2          D2B       48.33        994.52    320.00       34.15            1
 11     79 PMGE-LS  ManEst      3       2          D2A       43.56        928.85    250.00       29.38            1
 11     80 PMGE-LS  ManEst      3       2          D1A       45.92        931.58    215.00       31.74            1
 11     81 PMGE-LS  ManEst      3       2          D1B       45.51        958.63    275.00       31.33            1
 11     82 PMGE-LS  ManEst      3       2          D2A       42.27        915.59    280.00       28.09            1
 11     83 PMGE-LS  ManEst      3       2          D2B       43.19        916.66    325.00       29.01            1
 11     84 PMGE-LS  ManEst      3       2          D1A       45.19        841.60    230.00       31.01            1
 11     85 PMGE-LS  ManEst      3       2          D1B       44.71       1122.48    345.00       30.53            1
 11     86 PMGE-LS  ManEst      3       2          D2B       46.57        908.56    260.00       32.39            1
 11     87 PMGE-LS  ManEst      3       2          D2B       47.90        850.43    235.00       33.72            1
 11     88 PMGE-LS  ManEst      3       2          D1A       45.66       1037.48    310.00       31.48            1
 11     89 PMGE-LS  ManEst      3       2          D1B       45.26        914.49    295.00       31.08            1
 11     90 PMGE-LS  ManEst      3       2          D2B       46.62       1046.45    410.00       32.44            1
 11     91 PMGE-LS  ManEst      3       2          D2A       46.26        949.45    260.00       32.08            1
 11     92 PMGE-LS  ManEst      3       2          D1A       44.91        967.39    205.00       30.73            1
 11     93 PMGE-LS  ManEst      3       2          D2A       45.99        987.78    305.00       31.81            1
 11     94 PMGE-LS  ManEst      3       2          D2A       44.95        972.45    360.00       30.77            1
 11     95 PMGE-LS  ManEst      3       2          D1B       45.25        974.53    225.00       31.07            1
 11     96 PMGE-LS  ManEst      3       2          D1B       47.94       1219.34    405.00       33.76            1
 11     97 PMGE-LS  ManEst      4       2          D2B       43.55       1304.19    500.00       29.01            1
 11     98 PMGE-LS  ManEst      4       2          D2A       47.80        808.65    235.00       33.27            1
 11     99 PMGE-LS  ManEst      4       2          D2A       44.20        797.52    225.00       29.67            1
 11    100 PMGE-LS  ManEst      4       2          D2A       44.35        780.65    230.00       29.81            1
 11    101 PMGE-LS  ManEst      4       2          D2A       44.94        813.63    255.00       30.41            1
 11    102 PMGE-LS  ManEst      4       2          D2A       41.84        785.67    260.00       27.31            1
 11    103 PMGE-LS  ManEst      4       2          D2B       45.32        872.65    265.00       30.79            1
 11    104 PMGE-LS  ManEst      4       2          D1B       42.18        694.99    185.00       27.65            1
 11    105 PMGE-LS  ManEst      4       2          D1B       42.76        728.69    225.00       28.22            1
 11    106 PMGE-LS  ManEst      4       2          D2B       42.07        735.67    245.00       27.54            1
 11    107 PMGE-LS  ManEst      4       2          D1A       41.89        716.66    215.00       27.35            1
 11    108 PMGE-LS  ManEst      4       2          D1B       43.69        825.57    255.00       29.16            1
 11    109 PMGE-LS  ManEst      4       2          D2B       41.09        762.74    240.00       26.56            1
 11    110 PMGE-LS  ManEst      4       2          D1B       43.51        817.71    240.00       28.97            1
 11    111 PMGE-LS  ManEst      4       2          D2B       41.12        751.70    235.00       26.59            1
 11    112 PMGE-LS  ManEst      4       2          D2A       39.53        757.63    220.00       25.00            1
 11    113 PMGE-LS  ManEst      4       3          D2B       42.49        754.40    195.00       27.96            1
 11    114 PMGE-LS  ManEst      4       3          D1A       42.03        679.50    210.00       27.50            1
 11    115 PMGE-LS  ManEst      4       3          D1B       41.07        860.57    255.00       26.54            1
 11    116 PMGE-LS  ManEst      4       3          D1B       37.29        725.68    215.00       22.76            1
 11    117 PMGE-LS  ManEst      4       3          D2A       48.76        880.60    250.00       34.23            1
 11    118 PMGE-LS  ManEst      4       3          D1A       47.59        940.52    285.00       33.06            1
 11    119 PMGE-LS  ManEst      4       3          D2B       44.34        813.57    225.00       29.80            1
 11    120 PMGE-LS  ManEst      4       3          D1A       45.94        799.60    215.00       31.41            1
 11    121 PMGE-LS  ManEst      4       3          D1A       43.57        874.62    230.00       29.04            1
 11    122 PMGE-LS  ManEst      4       3          D1A       41.03        919.56    280.00       26.49            1
 11    123 PMGE-LS  ManEst      4       3          D1B       42.18        878.61    225.00       27.65            1
 11    124 PMGE-LS  ManEst      4       3          D1A       44.72        830.64    255.00       30.19            1
 11    125 PMGE-LS  ManEst      4       3          D1A       45.04        815.60    220.00       30.50            1
 11    126 PMGE-LS  ManEst      4       3          D2A       44.95        896.57    250.00       30.41            1
 11    127 PMGE-LS  ManEst      4       3          D1B       46.61        856.47    265.00       32.07            1
 11    128 PMGE-LS  ManEst      4       3          D2B       46.20        948.50    260.00       31.66            1
 12      1 PGME-LS  ManEst      1       0          D1A       58.24        919.04    305.00       37.08            1
 12      2 PGME-LS  ManEst      1       0          D1B       52.13        896.34    280.00       30.97            1
 12      3 PGME-LS  ManEst      1       0          D1B       58.11       1054.08    330.00       36.95            1
 12      4 PGME-LS  ManEst      1       0          D1B       59.77       1029.03    345.00       38.61            1
 12      5 PGME-LS  ManEst      1       0          D1A       59.30        878.31    260.00       38.14            1
 12      6 PGME-LS  ManEst      1       0          D1B       52.96        910.27    275.00       31.81            1
 12      7 PGME-LS  ManEst      1       0          D2A       55.70       1049.99    290.00       34.54            1
 12      8 PGME-LS  ManEst      1       0          D2A       55.53       1004.21    290.00       34.37            1
 12      9 PGME-LS  ManEst      1       0          D2A       60.27        916.59    205.00       39.11            1
 12     10 PGME-LS  ManEst      1       0          D1B       55.88        965.11    250.00       34.72            1
 12     11 PGME-LS  ManEst      1       0          D2A       50.93       1089.07    320.00       29.77            1
 12     12 PGME-LS  ManEst      1       0          D1B       53.28       1052.83    245.00       32.12            1
 12     13 PGME-LS  ManEst      1       0          D2B       51.37       1008.20    260.00       30.21            1
 12     14 PGME-LS  ManEst      1       0          D2B       42.87       1070.66    270.00       21.71            1
 12     15 PGME-LS  ManEst      1       0          D2A       49.06        971.18    275.00       27.90            1
 12     16 PGME-LS  ManEst      1       1          D2A       50.69        933.09    265.00       29.53            1
 12     17 PGME-LS  ManEst      1       1          D2B       53.03        962.29    295.00       31.87            1
 12     18 PGME-LS  ManEst      1       1          D1A       55.00        919.29    220.00       33.85            1
 12     19 PGME-LS  ManEst      1       1          D1A       50.54        917.27    250.00       29.38            1
 12     20 PGME-LS  ManEst      1       1          D2B       53.99        947.27    285.00       32.83            1
 12     21 PGME-LS  ManEst      1       1          D1A       53.14        959.31    280.00       31.98            1
 12     22 PGME-LS  ManEst      1       1          D1B       54.32       1008.18    255.00       33.16            1
 12     23 PGME-LS  ManEst      1       1          D1A       59.15        864.30    250.00       37.99            1
 12     24 PGME-LS  ManEst      1       1          D1A       55.08        924.24    245.00       33.92            1
 12     25 PGME-LS  ManEst      1       1          D1A       53.26        921.39    275.00       32.10            1
 12     26 PGME-LS  ManEst      1       1          D2B       54.32       1039.16    320.00       33.16            1
 12     27 PGME-LS  ManEst      1       1          D2B       56.21        940.25    270.00       35.06            1
 12     28 PGME-LS  ManEst      1       1          D1B       58.52        974.20    305.00       37.36            1
 12     29 PGME-LS  ManEst      1       1          D2B       57.47        959.26    280.00       36.32            1
 12     30 PGME-LS  ManEst      1       1          D2A       61.86        857.40    280.00       40.71            1
 12     31 PGME-LS  ManEst      1       1          D2B       59.57       1105.05    315.00       38.41            1
 12     32 PGME-LS  ManEst      1       1          D2A       62.38       1081.09    305.00       41.22            1
 12     33 PGME-LS  ManEst      2       1          D1A       60.67        835.81    280.00       39.69            1
 12     34 PGME-LS  ManEst      2       1          D2B       62.87        744.95    255.00       41.89            1
 12     35 PGME-LS  ManEst      2       1          D1B       58.42        808.37    220.00       37.44            1
 12     36 PGME-LS  ManEst      2       1          D2A       58.73        896.24    255.00       37.75            1
 12     37 PGME-LS  ManEst      2       1          D2A       54.03        832.55    265.00       33.05            1
 12     38 PGME-LS  ManEst      2       1          D2B       64.18        782.39    280.00       43.20            1
 12     39 PGME-LS  ManEst      2       1          D1B       58.90        852.02    280.00       37.92            1
 12     40 PGME-LS  ManEst      2       1          D1B       63.42        937.17    305.00       42.44            1
 12     41 PGME-LS  ManEst      2       1          D2A       54.77        794.45    275.00       33.79            1
 12     42 PGME-LS  ManEst      2       3          D1B       62.53        919.29    260.00       41.55            1
 12     43 PGME-LS  ManEst      2       3          D1A       59.50       1012.14    290.00       38.52            1
